"No.","Time","Delta time","Source","Source Port","Destination","Protocol","Destination Port","Length","Info"
"15","2010-06-12 10:36:20,091043","1.580284","192.168.2.113","138","192.168.2.255","BROWSER","138","243","Local Master Announcement TESTBED13, Workstation, Server, NT Workstation, Potential Browser, Master Browser"
"16","2010-06-12 10:36:21,788627","1.697584","Ibm_bb:cf:0f","","Broadcast","ARP","","60","Who has 192.168.4.1? Tell 192.168.4.120"
"17","2010-06-12 10:36:21,789581","0.000954","192.168.4.120","3343","192.168.5.122","TCP","110","62","3343  >  110 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"18","2010-06-12 10:36:21,789959","0.000378","192.168.5.122","110","192.168.4.120","TCP","3343","62","110  >  3343 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1"
"19","2010-06-12 10:36:21,790146","0.000187","192.168.5.122","110","192.168.4.120","TCP","3343","62","[TCP Out-Of-Order] 110  >  3343 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1"
"20","2010-06-12 10:36:21,791336","0.001190","Ibm_bb:cf:0f","","Alcatel-_87:f5:94","ARP","","60","192.168.4.120 is at 00:11:25:bb:cf:0f"
"21","2010-06-12 10:36:21,793391","0.002055","192.168.4.120","3343","192.168.5.122","TCP","110","60","3343  >  110 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"22","2010-06-12 10:36:21,793803","0.000412","192.168.5.122","110","192.168.4.120","POP","3343","74","S: +OK Dovecot ready."
"23","2010-06-12 10:36:21,793992","0.000189","192.168.5.122","110","192.168.4.120","TCP","3343","74","[TCP Retransmission] 110  >  3343 [PSH, ACK] Seq=1 Ack=1 Win=5840 Len=20"
"24","2010-06-12 10:36:24,715403","2.921411","192.168.1.104","17053","192.150.8.118","TCP","80","60","[TCP Retransmission] 17053  >  80 [FIN, ACK] Seq=1 Ack=1 Win=17520 Len=0"
"25","2010-06-12 10:36:24,787296","0.071893","192.168.5.122","110","192.168.4.120","TCP","3343","74","[TCP Retransmission] 110  >  3343 [PSH, ACK] Seq=1 Ack=1 Win=5840 Len=20"
"26","2010-06-12 10:36:24,787475","0.000179","192.168.5.122","110","192.168.4.120","TCP","3343","74","[TCP Retransmission] 110  >  3343 [PSH, ACK] Seq=1 Ack=1 Win=5840 Len=20"
"27","2010-06-12 10:36:24,787832","0.000357","192.168.4.120","3343","192.168.5.122","POP","110","67","C: USER user20"
"28","2010-06-12 10:36:24,788181","0.000349","192.168.5.122","110","192.168.4.120","TCP","3343","60","110  >  3343 [ACK] Seq=21 Ack=14 Win=5840 Len=0"
"29","2010-06-12 10:36:24,788187","0.000006","192.168.5.122","110","192.168.4.120","POP","3343","60","S: +OK"
"30","2010-06-12 10:36:24,788330","0.000143","192.168.5.122","110","192.168.4.120","TCP","3343","60","110  >  3343 [ACK] Seq=21 Ack=14 Win=5840 Len=0"
"31","2010-06-12 10:36:24,788340","0.000010","192.168.5.122","110","192.168.4.120","TCP","3343","60","[TCP Retransmission] 110  >  3343 [PSH, ACK] Seq=21 Ack=14 Win=5840 Len=5"
"32","2010-06-12 10:36:24,788668","0.000328","192.168.4.120","3343","192.168.5.122","POP","110","70","C: PASS nsluser20"
"33","2010-06-12 10:36:24,798563","0.009895","192.168.5.122","110","192.168.4.120","POP","3343","70","S: +OK Logged in."
"34","2010-06-12 10:36:24,798730","0.000167","192.168.5.122","110","192.168.4.120","TCP","3343","70","[TCP Retransmission] 110  >  3343 [PSH, ACK] Seq=26 Ack=30 Win=5840 Len=16"
"35","2010-06-12 10:36:24,799015","0.000285","192.168.4.120","3343","192.168.5.122","POP","110","60","C: STAT"
"36","2010-06-12 10:36:24,799396","0.000381","192.168.5.122","110","192.168.4.120","POP","3343","63","S: +OK 0 0"
"37","2010-06-12 10:36:24,799558","0.000162","192.168.5.122","110","192.168.4.120","TCP","3343","63","[TCP Retransmission] 110  >  3343 [PSH, ACK] Seq=42 Ack=36 Win=5840 Len=9"
"38","2010-06-12 10:36:24,799848","0.000290","192.168.4.120","3343","192.168.5.122","POP","110","60","C: QUIT"
"39","2010-06-12 10:36:24,800416","0.000568","192.168.5.122","110","192.168.4.120","POP","3343","72","S: +OK Logging out."
"40","2010-06-12 10:36:24,800590","0.000174","192.168.5.122","110","192.168.4.120","TCP","3343","72","[TCP Out-Of-Order] 110  >  3343 [FIN, PSH, ACK] Seq=51 Ack=42 Win=5840 Len=18"
"41","2010-06-12 10:36:24,800811","0.000221","192.168.4.120","3343","192.168.5.122","TCP","110","60","3343  >  110 [ACK] Seq=42 Ack=70 Win=17452 Len=0"
"42","2010-06-12 10:36:24,800855","0.000044","192.168.4.120","3343","192.168.5.122","TCP","110","60","3343  >  110 [FIN, ACK] Seq=42 Ack=70 Win=17452 Len=0"
"43","2010-06-12 10:36:24,801162","0.000307","192.168.5.122","110","192.168.4.120","TCP","3343","60","110  >  3343 [ACK] Seq=70 Ack=43 Win=5840 Len=0"
"44","2010-06-12 10:36:24,801313","0.000151","192.168.5.122","110","192.168.4.120","TCP","3343","60","[TCP Dup ACK 43#1] 110  >  3343 [ACK] Seq=70 Ack=43 Win=5840 Len=0"
"45","2010-06-12 10:36:25,973168","1.171855","192.168.2.112","1245","192.168.5.122","TCP","110","62","1245  >  110 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"46","2010-06-12 10:36:25,973456","0.000288","192.168.5.122","110","192.168.2.112","TCP","1245","62","110  >  1245 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1"
"47","2010-06-12 10:36:25,973631","0.000175","192.168.5.122","110","192.168.2.112","TCP","1245","62","[TCP Out-Of-Order] 110  >  1245 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1"
"48","2010-06-12 10:36:25,973819","0.000188","192.168.2.112","1245","192.168.5.122","TCP","110","60","1245  >  110 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"49","2010-06-12 10:36:25,974230","0.000411","192.168.5.122","110","192.168.2.112","POP","1245","74","S: +OK Dovecot ready."
"50","2010-06-12 10:36:25,974416","0.000186","192.168.5.122","110","192.168.2.112","TCP","1245","74","[TCP Retransmission] 110  >  1245 [PSH, ACK] Seq=1 Ack=1 Win=5840 Len=20"
"51","2010-06-12 10:36:25,974713","0.000297","192.168.2.112","1245","192.168.5.122","POP","110","67","C: USER user12"
"52","2010-06-12 10:36:25,975058","0.000345","192.168.5.122","110","192.168.2.112","TCP","1245","60","110  >  1245 [ACK] Seq=21 Ack=14 Win=5840 Len=0"
"53","2010-06-12 10:36:25,975064","0.000006","192.168.5.122","110","192.168.2.112","POP","1245","60","S: +OK"
"54","2010-06-12 10:36:25,975223","0.000159","192.168.5.122","110","192.168.2.112","TCP","1245","60","110  >  1245 [ACK] Seq=21 Ack=14 Win=5840 Len=0"
"55","2010-06-12 10:36:25,975229","0.000006","192.168.5.122","110","192.168.2.112","TCP","1245","60","[TCP Retransmission] 110  >  1245 [PSH, ACK] Seq=21 Ack=14 Win=5840 Len=5"
"56","2010-06-12 10:36:25,975538","0.000309","192.168.2.112","1245","192.168.5.122","POP","110","70","C: PASS nsluser12"
"57","2010-06-12 10:36:25,985237","0.009699","192.168.5.122","110","192.168.2.112","POP","1245","70","S: +OK Logged in."
"58","2010-06-12 10:36:25,985425","0.000188","192.168.5.122","110","192.168.2.112","TCP","1245","70","[TCP Retransmission] 110  >  1245 [PSH, ACK] Seq=26 Ack=30 Win=5840 Len=16"
"59","2010-06-12 10:36:25,985697","0.000272","192.168.2.112","1245","192.168.5.122","POP","110","60","C: STAT"
"60","2010-06-12 10:36:25,986043","0.000346","192.168.5.122","110","192.168.2.112","POP","1245","63","S: +OK 0 0"
"61","2010-06-12 10:36:25,986204","0.000161","192.168.5.122","110","192.168.2.112","TCP","1245","63","[TCP Retransmission] 110  >  1245 [PSH, ACK] Seq=42 Ack=36 Win=5840 Len=9"
"62","2010-06-12 10:36:25,986539","0.000335","192.168.2.112","1245","192.168.5.122","POP","110","60","C: QUIT"
"63","2010-06-12 10:36:25,987100","0.000561","192.168.5.122","110","192.168.2.112","POP","1245","72","S: +OK Logging out."
"64","2010-06-12 10:36:25,987274","0.000174","192.168.5.122","110","192.168.2.112","TCP","1245","72","[TCP Out-Of-Order] 110  >  1245 [FIN, PSH, ACK] Seq=51 Ack=42 Win=5840 Len=18"
"65","2010-06-12 10:36:25,987462","0.000188","192.168.2.112","1245","192.168.5.122","TCP","110","60","1245  >  110 [ACK] Seq=42 Ack=70 Win=64172 Len=0"
"66","2010-06-12 10:36:25,987511","0.000049","192.168.2.112","1245","192.168.5.122","TCP","110","60","1245  >  110 [FIN, ACK] Seq=42 Ack=70 Win=64172 Len=0"
"67","2010-06-12 10:36:25,987811","0.000300","192.168.5.122","110","192.168.2.112","TCP","1245","60","110  >  1245 [ACK] Seq=70 Ack=43 Win=5840 Len=0"
"68","2010-06-12 10:36:25,987962","0.000151","192.168.5.122","110","192.168.2.112","TCP","1245","60","[TCP Dup ACK 67#1] 110  >  1245 [ACK] Seq=70 Ack=43 Win=5840 Len=0"
"69","2010-06-12 10:36:30,144885","4.156923","192.168.2.110","2250","192.168.5.122","TCP","110","62","2250  >  110 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"70","2010-06-12 10:36:30,145225","0.000340","192.168.5.122","110","192.168.2.110","TCP","2250","62","110  >  2250 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1"
"71","2010-06-12 10:36:30,145405","0.000180","192.168.5.122","110","192.168.2.110","TCP","2250","62","[TCP Out-Of-Order] 110  >  2250 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1"
"72","2010-06-12 10:36:30,145601","0.000196","192.168.2.110","2250","192.168.5.122","TCP","110","60","2250  >  110 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"73","2010-06-12 10:36:30,146026","0.000425","192.168.5.122","110","192.168.2.110","POP","2250","74","S: +OK Dovecot ready."
"74","2010-06-12 10:36:30,146213","0.000187","192.168.5.122","110","192.168.2.110","TCP","2250","74","[TCP Retransmission] 110  >  2250 [PSH, ACK] Seq=1 Ack=1 Win=5840 Len=20"
"75","2010-06-12 10:36:30,146517","0.000304","192.168.2.110","2250","192.168.5.122","POP","110","67","C: USER user10"
"76","2010-06-12 10:36:30,146863","0.000346","192.168.5.122","110","192.168.2.110","TCP","2250","60","110  >  2250 [ACK] Seq=21 Ack=14 Win=5840 Len=0"
"77","2010-06-12 10:36:30,146869","0.000006","192.168.5.122","110","192.168.2.110","POP","2250","60","S: +OK"
"78","2010-06-12 10:36:30,147020","0.000151","192.168.5.122","110","192.168.2.110","TCP","2250","60","110  >  2250 [ACK] Seq=21 Ack=14 Win=5840 Len=0"
"79","2010-06-12 10:36:30,147026","0.000006","192.168.5.122","110","192.168.2.110","TCP","2250","60","[TCP Retransmission] 110  >  2250 [PSH, ACK] Seq=21 Ack=14 Win=5840 Len=5"
"80","2010-06-12 10:36:30,147331","0.000305","192.168.2.110","2250","192.168.5.122","POP","110","70","C: PASS nsluser10"
"81","2010-06-12 10:36:30,157191","0.009860","192.168.5.122","110","192.168.2.110","POP","2250","70","S: +OK Logged in."
"82","2010-06-12 10:36:30,157377","0.000186","192.168.5.122","110","192.168.2.110","TCP","2250","70","[TCP Retransmission] 110  >  2250 [PSH, ACK] Seq=26 Ack=30 Win=5840 Len=16"
"83","2010-06-12 10:36:30,157642","0.000265","192.168.2.110","2250","192.168.5.122","POP","110","60","C: STAT"
"84","2010-06-12 10:36:30,157990","0.000348","192.168.5.122","110","192.168.2.110","POP","2250","63","S: +OK 0 0"
"85","2010-06-12 10:36:30,158146","0.000156","192.168.5.122","110","192.168.2.110","TCP","2250","63","[TCP Retransmission] 110  >  2250 [PSH, ACK] Seq=42 Ack=36 Win=5840 Len=9"
"86","2010-06-12 10:36:30,158470","0.000324","192.168.2.110","2250","192.168.5.122","POP","110","60","C: QUIT"
"87","2010-06-12 10:36:30,158984","0.000514","192.168.5.122","110","192.168.2.110","POP","2250","72","S: +OK Logging out."
"88","2010-06-12 10:36:30,159155","0.000171","192.168.5.122","110","192.168.2.110","TCP","2250","72","[TCP Out-Of-Order] 110  >  2250 [FIN, PSH, ACK] Seq=51 Ack=42 Win=5840 Len=18"
"89","2010-06-12 10:36:30,159344","0.000189","192.168.2.110","2250","192.168.5.122","TCP","110","60","2250  >  110 [ACK] Seq=42 Ack=70 Win=64172 Len=0"
"90","2010-06-12 10:36:30,159399","0.000055","192.168.2.110","2250","192.168.5.122","TCP","110","60","2250  >  110 [FIN, ACK] Seq=42 Ack=70 Win=64172 Len=0"
"91","2010-06-12 10:36:30,159695","0.000296","192.168.5.122","110","192.168.2.110","TCP","2250","60","110  >  2250 [ACK] Seq=70 Ack=43 Win=5840 Len=0"
"92","2010-06-12 10:36:30,159848","0.000153","192.168.5.122","110","192.168.2.110","TCP","2250","60","[TCP Dup ACK 91#1] 110  >  2250 [ACK] Seq=70 Ack=43 Win=5840 Len=0"
"93","2010-06-12 10:36:30,840167","0.680319","192.168.1.104","17057","192.150.18.200","TCP","80","60","[TCP Retransmission] 17057  >  80 [FIN, ACK] Seq=1 Ack=1 Win=16298 Len=0"
"94","2010-06-12 10:36:30,931925","0.091758","192.168.1.103","137","192.168.1.255","NBNS","137","92","Name query NB TESTBED01<20>"
"95","2010-06-12 10:36:30,932188","0.000263","Ibm_bb:1f:cf","","Broadcast","ARP","","60","Who has 192.168.1.103? Tell 192.168.1.101"
"96","2010-06-12 10:36:30,932394","0.000206","Ibm_bb:ce:df","","Ibm_bb:1f:cf","ARP","","60","192.168.1.103 is at 00:11:25:bb:ce:df"
"97","2010-06-12 10:36:30,932641","0.000247","192.168.1.101","137","192.168.1.103","NBNS","137","104","Name query response NB 192.168.1.101"
"98","2010-06-12 10:36:30,932902","0.000261","192.168.1.103","2028","192.168.1.101","TCP","139","62","2028  >  139 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"99","2010-06-12 10:36:30,933108","0.000206","192.168.1.101","139","192.168.1.103","TCP","2028","62","139  >  2028 [SYN, ACK] Seq=0 Ack=1 Win=17520 Len=0 MSS=1460 SACK_PERM=1"
"100","2010-06-12 10:36:30,933390","0.000282","192.168.1.103","2028","192.168.1.101","NBSS","139","126","Session request, to TESTBED01<20> from TESTBED03<00>"
"101","2010-06-12 10:36:30,933653","0.000263","192.168.1.101","139","192.168.1.103","NBSS","2028","60","Positive session response"
"102","2010-06-12 10:36:30,934064","0.000411","192.168.1.103","2028","192.168.1.101","SMB","139","191","Negotiate Protocol Request"
"103","2010-06-12 10:36:30,934743","0.000679","192.168.1.101","139","192.168.1.103","SMB","2028","143","Negotiate Protocol Response"
"104","2010-06-12 10:36:30,935443","0.000700","192.168.1.103","2028","192.168.1.101","SMB","139","270","Session Setup AndX Request, NTLMSSP_NEGOTIATE"
"105","2010-06-12 10:36:30,936217","0.000774","192.168.1.101","139","192.168.1.103","SMB","2028","341","Session Setup AndX Response, NTLMSSP_CHALLENGE, Error: STATUS_MORE_PROCESSING_REQUIRED"
"106","2010-06-12 10:36:30,937006","0.000789","192.168.1.103","2028","192.168.1.101","SMB","139","318","Session Setup AndX Request, NTLMSSP_AUTH, User: \\"
"107","2010-06-12 10:36:30,937907","0.000901","192.168.1.101","139","192.168.1.103","SMB","2028","175","Session Setup AndX Response"
"108","2010-06-12 10:36:30,938349","0.000442","192.168.1.103","2028","192.168.1.101","SMB","139","142","Tree Connect AndX Request, Path: \\\\TESTBED01\\IPC$"
"109","2010-06-12 10:36:30,938719","0.000370","192.168.1.101","139","192.168.1.103","SMB","2028","114","Tree Connect AndX Response"
"110","2010-06-12 10:36:30,939146","0.000427","192.168.1.103","2028","192.168.1.101","LANMAN","139","176","NetServerEnum2 Request, Workstation, Server, SQL Server, Domain Controller, Backup Controller, Time Source, Apple Server, Novell Server, Domain Member Server, Print Queue Server, Dialin Server, Xenix Server, NT Workstation, Windows for Workgroups, Unknown server type:14, NT Server, Potential Browser, Backup Browser, Master Browser, Domain Master Browser, OSF, VMS, Windows 95 or above, DFS server, Unknown server type:24, Unknown server type:25, Unknown server type:26, Unknown server type:27, Unknown server type:28, Unknown server type:29, Local List Only, Domain Enum"
"111","2010-06-12 10:36:30,939874","0.000728","192.168.1.101","139","192.168.1.103","LANMAN","2028","257","NetServerEnum2 Response"
"112","2010-06-12 10:36:30,940333","0.000459","192.168.1.103","2028","192.168.1.101","SMB","139","97","Logoff AndX Request"
"113","2010-06-12 10:36:30,940616","0.000283","192.168.1.101","139","192.168.1.103","SMB","2028","97","Logoff AndX Response"
"114","2010-06-12 10:36:30,940905","0.000289","192.168.1.103","2028","192.168.1.101","SMB","139","93","Tree Disconnect Request"
"115","2010-06-12 10:36:30,941181","0.000276","192.168.1.101","139","192.168.1.103","SMB","2028","93","Tree Disconnect Response"
"116","2010-06-12 10:36:30,941495","0.000314","192.168.1.103","2028","192.168.1.101","TCP","139","60","2028  >  139 [FIN, ACK] Seq=982 Ack=847 Win=16674 Len=0"
"117","2010-06-12 10:36:30,941709","0.000214","192.168.1.101","139","192.168.1.103","TCP","2028","60","139  >  2028 [FIN, ACK] Seq=847 Ack=983 Win=16539 Len=0"
"118","2010-06-12 10:36:30,941715","0.000006","192.168.1.103","2029","192.168.1.101","TCP","139","62","2029  >  139 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"119","2010-06-12 10:36:30,941910","0.000195","192.168.1.103","2028","192.168.1.101","TCP","139","60","2028  >  139 [ACK] Seq=983 Ack=848 Win=16674 Len=0"
"120","2010-06-12 10:36:30,941916","0.000006","192.168.1.101","139","192.168.1.103","TCP","2029","62","139  >  2029 [SYN, ACK] Seq=0 Ack=1 Win=17520 Len=0 MSS=1460 SACK_PERM=1"
"121","2010-06-12 10:36:30,942220","0.000304","192.168.1.103","2029","192.168.1.101","NBSS","139","126","Session request, to TESTBED01<20> from TESTBED03<00>"
"122","2010-06-12 10:36:30,942478","0.000258","192.168.1.101","139","192.168.1.103","NBSS","2029","60","Positive session response"
"123","2010-06-12 10:36:30,942870","0.000392","192.168.1.103","2029","192.168.1.101","SMB","139","191","Negotiate Protocol Request"
"124","2010-06-12 10:36:30,943369","0.000499","192.168.1.101","139","192.168.1.103","SMB","2029","143","Negotiate Protocol Response"
"125","2010-06-12 10:36:30,944017","0.000648","192.168.1.103","2029","192.168.1.101","SMB","139","270","Session Setup AndX Request, NTLMSSP_NEGOTIATE"
"126","2010-06-12 10:36:30,944738","0.000721","192.168.1.101","139","192.168.1.103","SMB","2029","341","Session Setup AndX Response, NTLMSSP_CHALLENGE, Error: STATUS_MORE_PROCESSING_REQUIRED"
"127","2010-06-12 10:36:30,945502","0.000764","192.168.1.103","2029","192.168.1.101","SMB","139","318","Session Setup AndX Request, NTLMSSP_AUTH, User: \\"
"128","2010-06-12 10:36:30,946330","0.000828","192.168.1.101","139","192.168.1.103","SMB","2029","175","Session Setup AndX Response"
"129","2010-06-12 10:36:30,946773","0.000443","192.168.1.103","2029","192.168.1.101","SMB","139","142","Tree Connect AndX Request, Path: \\\\TESTBED01\\IPC$"
"130","2010-06-12 10:36:30,947135","0.000362","192.168.1.101","139","192.168.1.103","SMB","2029","114","Tree Connect AndX Response"
"131","2010-06-12 10:36:30,947553","0.000418","192.168.1.103","2029","192.168.1.101","LANMAN","139","176","NetServerEnum2 Request, Domain Enum"
"132","2010-06-12 10:36:30,948060","0.000507","192.168.1.101","139","192.168.1.103","LANMAN","2029","158","NetServerEnum2 Response"
"133","2010-06-12 10:36:30,948438","0.000378","192.168.1.103","2029","192.168.1.101","SMB","139","97","Logoff AndX Request"
"134","2010-06-12 10:36:30,948727","0.000289","192.168.1.101","139","192.168.1.103","SMB","2029","97","Logoff AndX Response"
"135","2010-06-12 10:36:30,949017","0.000290","192.168.1.103","2029","192.168.1.101","SMB","139","93","Tree Disconnect Request"
"136","2010-06-12 10:36:30,949292","0.000275","192.168.1.101","139","192.168.1.103","SMB","2029","93","Tree Disconnect Response"
"137","2010-06-12 10:36:30,949604","0.000312","192.168.1.103","2029","192.168.1.101","TCP","139","60","2029  >  139 [FIN, ACK] Seq=982 Ack=748 Win=16773 Len=0"
"138","2010-06-12 10:36:30,949818","0.000214","192.168.1.101","139","192.168.1.103","TCP","2029","60","139  >  2029 [FIN, ACK] Seq=748 Ack=983 Win=16539 Len=0"
"139","2010-06-12 10:36:30,950019","0.000201","192.168.1.103","2029","192.168.1.101","TCP","139","60","2029  >  139 [ACK] Seq=983 Ack=749 Win=16773 Len=0"
"140","2010-06-12 10:36:34,217238","3.267219","192.168.1.104","2366","192.168.5.122","DNS","53","68","Standard query 0x0dfa A xbiz.com"
"141","2010-06-12 10:36:34,217864","0.000626","192.168.5.122","44149","198.164.30.2","DNS","53","79","Standard query 0x10ce A xbiz.com OPT"
"142","2010-06-12 10:36:34,347096","0.129232","198.164.30.2","53","192.168.5.122","DNS","44149","175","Standard query response 0x10ce A xbiz.com A 66.102.139.7 NS ns1.rackhosters.com NS ns2.rackhosters.com A 66.102.139.36 A 66.102.139.59 OPT"
"143","2010-06-12 10:36:34,347620","0.000524","192.168.5.122","53","192.168.1.104","DNS","2366","164","Standard query response 0x0dfa A xbiz.com A 66.102.139.7 NS ns1.rackhosters.com NS ns2.rackhosters.com A 66.102.139.36 A 66.102.139.59"
"144","2010-06-12 10:36:34,347945","0.000325","192.168.5.122","53","192.168.1.104","DNS","2366","164","Standard query response 0x0dfa A xbiz.com A 66.102.139.7 NS ns1.rackhosters.com NS ns2.rackhosters.com A 66.102.139.36 A 66.102.139.59"
"145","2010-06-12 10:36:34,348537","0.000592","192.168.1.104","17062","66.102.139.7","TCP","80","62","17062  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"146","2010-06-12 10:36:34,446354","0.097817","66.102.139.7","80","192.168.1.104","TCP","17062","62","80  >  17062 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1"
"147","2010-06-12 10:36:34,446560","0.000206","192.168.1.104","17062","66.102.139.7","TCP","80","60","17062  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"148","2010-06-12 10:36:34,446721","0.000161","192.168.1.104","17062","66.102.139.7","HTTP","80","127","GET /news/web/121658 HTTP/1.1 "
"149","2010-06-12 10:36:34,548043","0.101322","66.102.139.7","80","192.168.1.104","TCP","17062","60","80  >  17062 [ACK] Seq=1 Ack=74 Win=5840 Len=0"
"150","2010-06-12 10:36:34,551018","0.002975","66.102.139.7","80","192.168.1.104","HTTP","17062","610","HTTP/1.1 302 Found  (text/html)"
"151","2010-06-12 10:36:34,551995","0.000977","192.168.1.104","2366","192.168.5.122","DNS","53","72","Standard query 0x0dfb A www.xbiz.com"
"152","2010-06-12 10:36:34,552350","0.000355","192.168.5.122","64781","198.164.30.2","DNS","53","83","Standard query 0x2380 A www.xbiz.com OPT"
"153","2010-06-12 10:36:34,652850","0.100500","198.164.30.2","53","192.168.5.122","DNS","64781","179","Standard query response 0x2380 A www.xbiz.com A 66.102.139.7 NS ns1.rackhosters.com NS ns2.rackhosters.com A 66.102.139.36 A 66.102.139.59 OPT"
"154","2010-06-12 10:36:34,653348","0.000498","192.168.5.122","53","192.168.1.104","DNS","2366","168","Standard query response 0x0dfb A www.xbiz.com A 66.102.139.7 NS ns2.rackhosters.com NS ns1.rackhosters.com A 66.102.139.36 A 66.102.139.59"
"155","2010-06-12 10:36:34,653676","0.000328","192.168.5.122","53","192.168.1.104","DNS","2366","168","Standard query response 0x0dfb A www.xbiz.com A 66.102.139.7 NS ns2.rackhosters.com NS ns1.rackhosters.com A 66.102.139.36 A 66.102.139.59"
"156","2010-06-12 10:36:34,654233","0.000557","192.168.1.104","17063","66.102.139.7","TCP","80","62","17063  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"157","2010-06-12 10:36:34,668185","0.013952","192.168.1.104","17062","66.102.139.7","TCP","80","60","17062  >  80 [ACK] Seq=74 Ack=557 Win=16964 Len=0"
"158","2010-06-12 10:36:34,752186","0.084001","66.102.139.7","80","192.168.1.104","TCP","17063","62","80  >  17063 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1"
"159","2010-06-12 10:36:34,752391","0.000205","192.168.1.104","17063","66.102.139.7","TCP","80","60","17063  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"160","2010-06-12 10:36:34,752515","0.000124","192.168.1.104","17063","66.102.139.7","HTTP","80","131","GET /news/web/121658 HTTP/1.1 "
"161","2010-06-12 10:36:34,853840","0.101325","66.102.139.7","80","192.168.1.104","TCP","17063","60","80  >  17063 [ACK] Seq=1 Ack=78 Win=5840 Len=0"
"162","2010-06-12 10:36:35,140643","0.286803","3Com_72:ab:55","","Alcatel-_87:f5:94","ARP","","60","Who has 192.168.5.1? Tell 192.168.5.124"
