"No.","Time","Delta time","Source","Source Port","Destination","Protocol","Destination Port","Length","Info"
"12","2010-06-12 19:46:00,066475","0.001154","192.168.2.110","3338","62.48.76.70","TCP","80","60","3338  >  80 [ACK] Seq=1 Ack=9921 Win=64860 Len=0"
"13","2010-06-12 19:46:00,069069","0.002594","62.48.76.70","80","192.168.2.110","TCP","3338","1434","80  >  3338 [ACK] Seq=9921 Ack=1 Win=49680 Len=1380 [TCP segment of a reassembled PDU]"
"14","2010-06-12 19:46:00,073121","0.004052","62.48.76.70","80","192.168.2.110","TCP","3338","1434","80  >  3338 [ACK] Seq=11301 Ack=1 Win=49680 Len=1380 [TCP segment of a reassembled PDU]"
"15","2010-06-12 19:46:00,074218","0.001097","192.168.2.110","3338","62.48.76.70","TCP","80","60","3338  >  80 [ACK] Seq=1 Ack=12681 Win=64860 Len=0"
"16","2010-06-12 19:46:00,076173","0.001955","62.48.76.70","80","192.168.2.110","HTTP","3338","1273","HTTP/1.1 200 OK  (JPEG JFIF image)"
"17","2010-06-12 19:46:00,078227","0.002054","192.168.2.110","4127","192.168.5.122","DNS","53","77","Standard query 0x0b63 A www.monsoon.co.uk"
"18","2010-06-12 19:46:00,078818","0.000591","192.168.5.122","62084","198.164.30.2","DNS","53","88","Standard query 0xfed7 A www.monsoon.co.uk OPT"
"19","2010-06-12 19:46:00,177341","0.098523","198.164.30.2","53","192.168.5.122","DNS","62084","203","Standard query response 0xfed7 A www.monsoon.co.uk A 212.25.232.24 NS dns1.idp365.net NS dns3.idp365.net NS dns2.idp365.net A 217.19.248.20 A 82.138.249.228 OPT"
"20","2010-06-12 19:46:00,177840","0.000499","192.168.5.122","53","192.168.2.110","DNS","4127","160","Standard query response 0x0b63 A www.monsoon.co.uk A 212.25.232.24 NS dns1.idp365.net NS dns3.idp365.net NS dns2.idp365.net"
"21","2010-06-12 19:46:00,178155","0.000315","192.168.5.122","53","192.168.2.110","DNS","4127","160","Standard query response 0x0b63 A www.monsoon.co.uk A 212.25.232.24 NS dns1.idp365.net NS dns3.idp365.net NS dns2.idp365.net"
"22","2010-06-12 19:46:00,178802","0.000647","192.168.2.110","3339","212.25.232.24","TCP","80","62","3339  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"23","2010-06-12 19:46:00,261212","0.082410","78.136.20.64","80","192.168.2.108","TCP","3826","1434","80  >  3826 [ACK] Seq=1 Ack=1 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"24","2010-06-12 19:46:00,264704","0.003492","78.136.20.64","80","192.168.2.108","TCP","3826","1434","80  >  3826 [ACK] Seq=1381 Ack=1 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"25","2010-06-12 19:46:00,266968","0.002264","192.168.2.108","3826","78.136.20.64","TCP","80","60","3826  >  80 [ACK] Seq=1 Ack=2761 Win=16560 Len=0"
"26","2010-06-12 19:46:00,277981","0.011013","212.25.232.24","80","192.168.2.110","TCP","3339","60","80  >  3339 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1448"
"27","2010-06-12 19:46:00,278159","0.000178","192.168.2.110","3339","212.25.232.24","TCP","80","60","3339  >  80 [ACK] Seq=1 Ack=1 Win=65160 Len=0"
"28","2010-06-12 19:46:00,278356","0.000197","192.168.2.110","3339","212.25.232.24","HTTP","80","170","GET /content/ebiz/monsoon/invt/46010103/46010103_l.jpg HTTP/1.1 "
"29","2010-06-12 19:46:00,294036","0.015680","192.168.2.110","3338","62.48.76.70","TCP","80","60","3338  >  80 [ACK] Seq=1 Ack=13900 Win=63641 Len=0"
"30","2010-06-12 19:46:00,349563","0.055527","192.168.3.114","1485","174.132.188.162","TCP","80","60","1485  >  80 [FIN, ACK] Seq=1 Ack=1 Win=17168 Len=0"
"31","2010-06-12 19:46:00,378394","0.028831","78.136.20.64","80","192.168.2.108","TCP","3826","1434","80  >  3826 [ACK] Seq=2761 Ack=1 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"32","2010-06-12 19:46:00,379647","0.001253","192.168.2.108","3826","78.136.20.64","TCP","80","60","3826  >  80 [ACK] Seq=1 Ack=4141 Win=16560 Len=0"
"33","2010-06-12 19:46:00,381880","0.002233","78.136.20.64","80","192.168.2.108","TCP","3826","1434","80  >  3826 [ACK] Seq=4141 Ack=1 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"34","2010-06-12 19:46:00,385882","0.004002","78.136.20.64","80","192.168.2.108","TCP","3826","1434","80  >  3826 [ACK] Seq=5521 Ack=1 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"35","2010-06-12 19:46:00,385888","0.000006","212.25.232.24","80","192.168.2.110","TCP","3339","60","80  >  3339 [ACK] Seq=1 Ack=117 Win=5840 Len=0"
"36","2010-06-12 19:46:00,387075","0.001187","192.168.2.108","3826","78.136.20.64","TCP","80","60","3826  >  80 [ACK] Seq=1 Ack=6901 Win=16560 Len=0"
"37","2010-06-12 19:46:00,397125","0.010050","212.25.232.24","80","192.168.2.110","TCP","3339","330","80  >  3339 [PSH, ACK] Seq=1 Ack=117 Win=5840 Len=276 [TCP segment of a reassembled PDU]"
"38","2010-06-12 19:46:00,408915","0.011790","212.25.232.24","80","192.168.2.110","TCP","3339","1490","80  >  3339 [PSH, ACK] Seq=277 Ack=117 Win=5840 Len=1436 [TCP segment of a reassembled PDU]"
"39","2010-06-12 19:46:00,410170","0.001255","192.168.2.110","3339","212.25.232.24","TCP","80","60","3339  >  80 [ACK] Seq=117 Ack=1713 Win=65160 Len=0"
"40","2010-06-12 19:46:00,491814","0.081644","78.136.20.64","80","192.168.2.108","TCP","3826","1434","80  >  3826 [ACK] Seq=6901 Ack=1 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"41","2010-06-12 19:46:00,495558","0.003744","78.136.20.64","80","192.168.2.108","TCP","3826","1434","80  >  3826 [ACK] Seq=8281 Ack=1 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"42","2010-06-12 19:46:00,496750","0.001192","192.168.2.108","3826","78.136.20.64","TCP","80","60","3826  >  80 [ACK] Seq=1 Ack=9661 Win=16560 Len=0"
"43","2010-06-12 19:46:00,500053","0.003303","78.136.20.64","80","192.168.2.108","TCP","3826","1434","80  >  3826 [PSH, ACK] Seq=9661 Ack=1 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"44","2010-06-12 19:46:00,503304","0.003251","78.136.20.64","80","192.168.2.108","TCP","3826","1434","80  >  3826 [ACK] Seq=11041 Ack=1 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"45","2010-06-12 19:46:00,503617","0.000313","78.136.20.64","80","192.168.2.108","HTTP","3826","472","HTTP/1.1 200 OK  (JPEG JFIF image)"
"46","2010-06-12 19:46:00,504502","0.000885","192.168.2.108","3826","78.136.20.64","TCP","80","60","3826  >  80 [ACK] Seq=1 Ack=12421 Win=16560 Len=0"
"47","2010-06-12 19:46:00,505954","0.001452","192.168.2.108","3826","78.136.20.64","TCP","80","60","3826  >  80 [ACK] Seq=1 Ack=12840 Win=16142 Len=0"
"48","2010-06-12 19:46:00,506044","0.000090","192.168.2.108","3826","78.136.20.64","TCP","80","60","3826  >  80 [FIN, ACK] Seq=1 Ack=12840 Win=16142 Len=0"
"49","2010-06-12 19:46:00,516357","0.010313","212.25.232.24","80","192.168.2.110","TCP","3339","1502","80  >  3339 [ACK] Seq=1713 Ack=117 Win=5840 Len=1448 [TCP segment of a reassembled PDU]"
"50","2010-06-12 19:46:00,520104","0.003747","212.25.232.24","80","192.168.2.110","TCP","3339","1502","80  >  3339 [ACK] Seq=3161 Ack=117 Win=5840 Len=1448 [TCP segment of a reassembled PDU]"
"51","2010-06-12 19:46:00,521328","0.001224","192.168.2.110","3339","212.25.232.24","TCP","80","60","3339  >  80 [ACK] Seq=117 Ack=4609 Win=65160 Len=0"
"52","2010-06-12 19:46:00,524099","0.002771","212.25.232.24","80","192.168.2.110","TCP","3339","1502","80  >  3339 [ACK] Seq=4609 Ack=117 Win=5840 Len=1448 [TCP segment of a reassembled PDU]"
"53","2010-06-12 19:46:00,612750","0.088651","78.136.20.64","80","192.168.2.108","TCP","3826","60","80  >  3826 [ACK] Seq=12840 Ack=2 Win=6432 Len=0"
"54","2010-06-12 19:46:00,622157","0.009407","192.168.2.110","3339","212.25.232.24","TCP","80","60","3339  >  80 [ACK] Seq=117 Ack=6057 Win=65160 Len=0"
"55","2010-06-12 19:46:00,627785","0.005628","212.25.232.24","80","192.168.2.110","TCP","3339","1502","80  >  3339 [ACK] Seq=6057 Ack=117 Win=5840 Len=1448 [TCP segment of a reassembled PDU]"
"56","2010-06-12 19:46:00,632032","0.004247","212.25.232.24","80","192.168.2.110","TCP","3339","1502","80  >  3339 [ACK] Seq=7505 Ack=117 Win=5840 Len=1448 [TCP segment of a reassembled PDU]"
"57","2010-06-12 19:46:00,633224","0.001192","192.168.2.110","3339","212.25.232.24","TCP","80","60","3339  >  80 [ACK] Seq=117 Ack=8953 Win=65160 Len=0"
"58","2010-06-12 19:46:00,636029","0.002805","212.25.232.24","80","192.168.2.110","TCP","3339","1502","80  >  3339 [ACK] Seq=8953 Ack=117 Win=5840 Len=1448 [TCP segment of a reassembled PDU]"
"59","2010-06-12 19:46:00,726711","0.090682","212.25.232.24","80","192.168.2.110","HTTP","3339","1190","HTTP/1.1 200 OK  (JPEG JFIF image)"
"60","2010-06-12 19:46:00,727703","0.000992","192.168.2.110","3339","212.25.232.24","TCP","80","60","3339  >  80 [ACK] Seq=117 Ack=11537 Win=65160 Len=0"
"61","2010-06-12 19:46:00,728427","0.000724","192.168.2.110","3338","62.48.76.70","HTTP","80","141","GET /Shop/PicDestStyleOver_List_Cross/S93601_003.jpg HTTP/1.1 "
"62","2010-06-12 19:46:00,865145","0.136718","62.48.76.70","80","192.168.2.110","TCP","3338","401","80  >  3338 [PSH, ACK] Seq=13900 Ack=88 Win=49680 Len=347 [TCP segment of a reassembled PDU]"
"63","2010-06-12 19:46:00,889560","0.024415","62.48.76.70","80","192.168.2.110","TCP","3338","1434","80  >  3338 [ACK] Seq=14247 Ack=88 Win=49680 Len=1380 [TCP segment of a reassembled PDU]"
"64","2010-06-12 19:46:00,890735","0.001175","192.168.2.110","3338","62.48.76.70","TCP","80","60","3338  >  80 [ACK] Seq=88 Ack=15627 Win=64860 Len=0"
"65","2010-06-12 19:46:00,893307","0.002572","62.48.76.70","80","192.168.2.110","TCP","3338","1434","80  >  3338 [ACK] Seq=15627 Ack=88 Win=49680 Len=1380 [TCP segment of a reassembled PDU]"
"66","2010-06-12 19:46:00,897304","0.003997","62.48.76.70","80","192.168.2.110","TCP","3338","1434","80  >  3338 [ACK] Seq=17007 Ack=88 Win=49680 Len=1380 [TCP segment of a reassembled PDU]"
"67","2010-06-12 19:46:00,898460","0.001156","192.168.2.110","3338","62.48.76.70","TCP","80","60","3338  >  80 [ACK] Seq=88 Ack=18387 Win=64860 Len=0"
"68","2010-06-12 19:46:00,901053","0.002593","62.48.76.70","80","192.168.2.110","TCP","3338","1434","80  >  3338 [ACK] Seq=18387 Ack=88 Win=49680 Len=1380 [TCP segment of a reassembled PDU]"
"69","2010-06-12 19:46:00,904801","0.003748","62.48.76.70","80","192.168.2.110","TCP","3338","1434","80  >  3338 [ACK] Seq=19767 Ack=88 Win=49680 Len=1380 [TCP segment of a reassembled PDU]"
"70","2010-06-12 19:46:00,905957","0.001156","192.168.2.110","3338","62.48.76.70","TCP","80","60","3338  >  80 [ACK] Seq=88 Ack=21147 Win=64860 Len=0"
"71","2010-06-12 19:46:00,908218","0.002261","62.48.76.70","80","192.168.2.110","TCP","3338","1346","80  >  3338 [PSH, ACK] Seq=21147 Ack=88 Win=49680 Len=1292 [TCP segment of a reassembled PDU]"
"72","2010-06-12 19:46:00,912046","0.003828","62.48.76.70","80","192.168.2.110","TCP","3338","1434","80  >  3338 [ACK] Seq=22439 Ack=88 Win=49680 Len=1380 [TCP segment of a reassembled PDU]"
"73","2010-06-12 19:46:00,913205","0.001159","192.168.2.110","3338","62.48.76.70","TCP","80","60","3338  >  80 [ACK] Seq=88 Ack=23819 Win=64860 Len=0"
"74","2010-06-12 19:46:00,915468","0.002263","62.48.76.70","80","192.168.2.110","HTTP","3338","1350","HTTP/1.1 200 OK  (JPEG JFIF image)"
"75","2010-06-12 19:46:00,917484","0.002016","192.168.2.110","4127","192.168.5.122","DNS","53","82","Standard query 0x0b64 A www.americangolf.co.uk"
"76","2010-06-12 19:46:00,917901","0.000417","192.168.5.122","11822","198.164.30.2","DNS","53","93","Standard query 0x18be A www.americangolf.co.uk OPT"
"77","2010-06-12 19:46:01,059629","0.141728","192.168.2.110","3338","62.48.76.70","TCP","80","60","3338  >  80 [ACK] Seq=88 Ack=25115 Win=63564 Len=0"
"78","2010-06-12 19:46:01,156884","0.097255","198.164.30.2","53","192.168.5.122","DNS","11822","195","Standard query response 0x18be A www.americangolf.co.uk A 92.52.75.103 NS ns0.tiscali.co.uk NS ns0.as9105.com A 212.139.129.130 A 212.74.114.132 OPT"
"79","2010-06-12 19:46:01,157559","0.000675","192.168.5.122","53","192.168.2.110","DNS","4127","184","Standard query response 0x0b64 A www.americangolf.co.uk A 92.52.75.103 NS ns0.tiscali.co.uk NS ns0.as9105.com A 212.139.129.130 A 212.74.114.132"
"80","2010-06-12 19:46:01,157917","0.000358","192.168.5.122","53","192.168.2.110","DNS","4127","184","Standard query response 0x0b64 A www.americangolf.co.uk A 92.52.75.103 NS ns0.tiscali.co.uk NS ns0.as9105.com A 212.139.129.130 A 212.74.114.132"
"81","2010-06-12 19:46:01,158673","0.000756","192.168.2.110","3340","92.52.75.103","TCP","80","62","3340  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"82","2010-06-12 19:46:01,272479","0.113806","192.168.2.108","3827","78.136.20.64","TCP","80","62","3827  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"83","2010-06-12 19:46:01,283337","0.010858","92.52.75.103","80","192.168.2.110","TCP","3340","62","80  >  3340 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1380"
"84","2010-06-12 19:46:01,283533","0.000196","192.168.2.110","3340","92.52.75.103","TCP","80","60","3340  >  80 [ACK] Seq=1 Ack=1 Win=64860 Len=0"
"85","2010-06-12 19:46:01,283797","0.000264","192.168.2.110","3340","92.52.75.103","HTTP","80","223","GET /componentimages/products/listingthumbnail/listing-under-armour-junior-action-leggings-black-l.jpg HTTP/1.1 "
"86","2010-06-12 19:46:01,378520","0.094723","78.136.20.64","80","192.168.2.108","TCP","3827","62","80  >  3827 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1380 SACK_PERM=1"
"87","2010-06-12 19:46:01,378797","0.000277","192.168.2.108","3827","78.136.20.64","TCP","80","60","3827  >  80 [ACK] Seq=1 Ack=1 Win=16560 Len=0"
"88","2010-06-12 19:46:01,379155","0.000358","192.168.2.108","3827","78.136.20.64","HTTP","80","205","GET /dynamic/eshop/product_images/thumbnail_cache/474x427/9868830109-1-carvela-william-brown-boots-knee-high.jpg HTTP/1.1 "
"89","2010-06-12 19:46:01,429971","0.050816","92.52.75.103","80","192.168.2.110","TCP","3340","1434","80  >  3340 [ACK] Seq=1 Ack=170 Win=64860 Len=1380 [TCP segment of a reassembled PDU]"
"90","2010-06-12 19:46:01,433467","0.003496","92.52.75.103","80","192.168.2.110","TCP","3340","1434","80  >  3340 [ACK] Seq=1381 Ack=170 Win=64860 Len=1380 [TCP segment of a reassembled PDU]"
"91","2010-06-12 19:46:01,434630","0.001163","192.168.2.110","3340","92.52.75.103","TCP","80","60","3340  >  80 [ACK] Seq=170 Ack=2761 Win=64860 Len=0"
"92","2010-06-12 19:46:01,487949","0.053319","78.136.20.64","80","192.168.2.108","TCP","3827","60","80  >  3827 [ACK] Seq=1 Ack=152 Win=6432 Len=0"
"93","2010-06-12 19:46:01,565134","0.077185","92.52.75.103","80","192.168.2.110","TCP","3340","1434","80  >  3340 [ACK] Seq=2761 Ack=170 Win=64860 Len=1380 [TCP segment of a reassembled PDU]"
"94","2010-06-12 19:46:01,566361","0.001227","192.168.2.110","3340","92.52.75.103","TCP","80","60","3340  >  80 [ACK] Seq=170 Ack=4141 Win=64860 Len=0"
"95","2010-06-12 19:46:01,569129","0.002768","92.52.75.103","80","192.168.2.110","TCP","3340","1434","80  >  3340 [ACK] Seq=4141 Ack=170 Win=64860 Len=1380 [TCP segment of a reassembled PDU]"
"96","2010-06-12 19:46:01,573128","0.003999","92.52.75.103","80","192.168.2.110","TCP","3340","1434","80  >  3340 [ACK] Seq=5521 Ack=170 Win=64860 Len=1380 [TCP segment of a reassembled PDU]"
"97","2010-06-12 19:46:01,574289","0.001161","192.168.2.110","3340","92.52.75.103","TCP","80","60","3340  >  80 [ACK] Seq=170 Ack=6901 Win=64860 Len=0"
"98","2010-06-12 19:46:01,576625","0.002336","92.52.75.103","80","192.168.2.110","TCP","3340","1434","80  >  3340 [ACK] Seq=6901 Ack=170 Win=64860 Len=1380 [TCP segment of a reassembled PDU]"
"99","2010-06-12 19:46:01,687058","0.110433","78.136.20.64","80","192.168.2.108","TCP","3827","1434","80  >  3827 [ACK] Seq=1 Ack=152 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"100","2010-06-12 19:46:01,690804","0.003746","78.136.20.64","80","192.168.2.108","TCP","3827","1434","80  >  3827 [ACK] Seq=1381 Ack=152 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"101","2010-06-12 19:46:01,691999","0.001195","192.168.2.108","3827","78.136.20.64","TCP","80","60","3827  >  80 [ACK] Seq=152 Ack=2761 Win=16560 Len=0"
"102","2010-06-12 19:46:01,694551","0.002552","78.136.20.64","80","192.168.2.108","TCP","3827","1434","80  >  3827 [ACK] Seq=2761 Ack=152 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"103","2010-06-12 19:46:01,696819","0.002268","192.168.2.108","3827","78.136.20.64","TCP","80","60","3827  >  80 [ACK] Seq=152 Ack=4141 Win=16560 Len=0"
"104","2010-06-12 19:46:01,698301","0.001482","78.136.20.64","80","192.168.2.108","TCP","3827","1434","80  >  3827 [ACK] Seq=4141 Ack=152 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"105","2010-06-12 19:46:01,702296","0.003995","78.136.20.64","80","192.168.2.108","TCP","3827","1434","80  >  3827 [ACK] Seq=5521 Ack=152 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"106","2010-06-12 19:46:01,704556","0.002260","192.168.2.108","3827","78.136.20.64","TCP","80","60","3827  >  80 [ACK] Seq=152 Ack=6901 Win=16560 Len=0"
"107","2010-06-12 19:46:01,706296","0.001740","78.136.20.64","80","192.168.2.108","TCP","3827","1434","80  >  3827 [ACK] Seq=6901 Ack=152 Win=6432 Len=1380 [TCP segment of a reassembled PDU]"
"108","2010-06-12 19:46:01,706303","0.000007","78.136.20.64","80","192.168.2.108","HTTP","3827","84","HTTP/1.1 200 OK  (JPEG JFIF image)"
"109","2010-06-12 19:46:01,707572","0.001269","192.168.2.108","3827","78.136.20.64","TCP","80","60","3827  >  80 [ACK] Seq=152 Ack=8312 Win=16560 Len=0"
"110","2010-06-12 19:46:01,707662","0.000090","192.168.2.108","3827","78.136.20.64","TCP","80","60","3827  >  80 [FIN, ACK] Seq=152 Ack=8312 Win=16560 Len=0"
"111","2010-06-12 19:46:01,709088","0.001426","192.168.2.108","3828","78.136.20.64","TCP","80","62","3828  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"112","2010-06-12 19:46:01,710291","0.001203","92.52.75.103","80","192.168.2.110","TCP","3340","1434","80  >  3340 [ACK] Seq=8281 Ack=170 Win=64860 Len=1380 [TCP segment of a reassembled PDU]"
"113","2010-06-12 19:46:01,711452","0.001161","192.168.2.110","3340","92.52.75.103","TCP","80","60","3340  >  80 [ACK] Seq=170 Ack=9661 Win=64860 Len=0"
"114","2010-06-12 19:46:01,714039","0.002587","92.52.75.103","80","192.168.2.110","TCP","3340","1434","80  >  3340 [ACK] Seq=9661 Ack=170 Win=64860 Len=1380 [TCP segment of a reassembled PDU]"
"115","2010-06-12 19:46:01,717786","0.003747","92.52.75.103","80","192.168.2.110","TCP","3340","1434","80  >  3340 [ACK] Seq=11041 Ack=170 Win=64860 Len=1380 [TCP segment of a reassembled PDU]"
"116","2010-06-12 19:46:01,718944","0.001158","192.168.2.110","3340","92.52.75.103","TCP","80","60","3340  >  80 [ACK] Seq=170 Ack=12421 Win=64860 Len=0"
"117","2010-06-12 19:46:01,721533","0.002589","92.52.75.103","80","192.168.2.110","TCP","3340","1434","80  >  3340 [ACK] Seq=12421 Ack=170 Win=64860 Len=1380 [TCP segment of a reassembled PDU]"
"118","2010-06-12 19:46:01,725533","0.004000","92.52.75.103","80","192.168.2.110","TCP","3340","1434","80  >  3340 [ACK] Seq=13801 Ack=170 Win=64860 Len=1380 [TCP segment of a reassembled PDU]"
"119","2010-06-12 19:46:01,726688","0.001155","192.168.2.110","3340","92.52.75.103","TCP","80","60","3340  >  80 [ACK] Seq=170 Ack=15181 Win=64860 Len=0"
"120","2010-06-12 19:46:01,728383","0.001695","92.52.75.103","80","192.168.2.110","HTTP","3340","1270","HTTP/1.1 200 OK  (JPEG JFIF image)"
"121","2010-06-12 19:46:01,730145","0.001762","192.168.2.110","3338","62.48.76.70","HTTP","80","141","GET /Shop/PicDestStyleOver_List_Cross/Q84106_100.jpg HTTP/1.1 "
"122","2010-06-12 19:46:01,815249","0.085104","78.136.20.64","80","192.168.2.108","TCP","3827","60","80  >  3827 [ACK] Seq=8312 Ack=153 Win=6432 Len=0"
"123","2010-06-12 19:46:01,817240","0.001991","78.136.20.64","80","192.168.2.108","TCP","3828","62","80  >  3828 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1380 SACK_PERM=1"
"124","2010-06-12 19:46:01,817481","0.000241","192.168.2.108","3828","78.136.20.64","TCP","80","60","3828  >  80 [ACK] Seq=1 Ack=1 Win=16560 Len=0"
"125","2010-06-12 19:46:01,817829","0.000348","192.168.2.108","3828","78.136.20.64","HTTP","80","213","GET /dynamic/eshop/product_images/thumbnail_cache/474x427/9310663109-1-kurt-geiger-lulu-silver-sneakers-contemporary.jpg HTTP/1.1 "
"126","2010-06-12 19:46:01,825225","0.007396","192.168.2.110","3340","92.52.75.103","TCP","80","60","3340  >  80 [ACK] Seq=170 Ack=16397 Win=63644 Len=0"
"127","2010-06-12 19:46:01,864277","0.039052","62.48.76.70","80","192.168.2.110","TCP","3338","399","80  >  3338 [PSH, ACK] Seq=25115 Ack=175 Win=49680 Len=345 [TCP segment of a reassembled PDU]"
"128","2010-06-12 19:46:01,875438","0.011161","62.48.76.70","80","192.168.2.110","TCP","3338","1434","80  >  3338 [ACK] Seq=25460 Ack=175 Win=49680 Len=1380 [TCP segment of a reassembled PDU]"
"129","2010-06-12 19:46:01,876609","0.001171","192.168.2.110","3338","62.48.76.70","TCP","80","60","3338  >  80 [ACK] Seq=175 Ack=26840 Win=64860 Len=0"
"130","2010-06-12 19:46:01,879183","0.002574","62.48.76.70","80","192.168.2.110","TCP","3338","1434","80  >  3338 [ACK] Seq=26840 Ack=175 Win=49680 Len=1380 [TCP segment of a reassembled PDU]"
"131","2010-06-12 19:46:01,883184","0.004001","62.48.76.70","80","192.168.2.110","TCP","3338","1434","80  >  3338 [ACK] Seq=28220 Ack=175 Win=49680 Len=1380 [TCP segment of a reassembled PDU]"
"132","2010-06-12 19:46:01,884339","0.001155","192.168.2.110","3338","62.48.76.70","TCP","80","60","3338  >  80 [ACK] Seq=175 Ack=29600 Win=64860 Len=0"
"133","2010-06-12 19:46:01,886930","0.002591","62.48.76.70","80","192.168.2.110","TCP","3338","1434","80  >  3338 [ACK] Seq=29600 Ack=175 Win=49680 Len=1380 [TCP segment of a reassembled PDU]"
"134","2010-06-12 19:46:01,890927","0.003997","62.48.76.70","80","192.168.2.110","TCP","3338","1434","80  >  3338 [ACK] Seq=30980 Ack=175 Win=49680 Len=1380 [TCP segment of a reassembled PDU]"
"135","2010-06-12 19:46:01,891377","0.000450","62.48.76.70","80","192.168.2.110","HTTP","3338","624","HTTP/1.1 200 OK  (JPEG JFIF image)"
"136","2010-06-12 19:46:01,892084","0.000707","192.168.2.110","3338","62.48.76.70","TCP","80","60","3338  >  80 [ACK] Seq=175 Ack=32360 Win=64860 Len=0"
"137","2010-06-12 19:46:01,893489","0.001405","192.168.2.110","4127","192.168.5.122","DNS","53","77","Standard query 0x0b65 A static.adidas.com"
"138","2010-06-12 19:46:01,894041","0.000552","192.168.5.122","37832","198.164.30.2","DNS","53","88","Standard query 0x773c A static.adidas.com OPT"
"139","2010-06-12 19:46:01,928418","0.034377","78.136.20.64","80","192.168.2.108","TCP","3828","60","80  >  3828 [ACK] Seq=1 Ack=160 Win=6432 Len=0"
