"No.","Time","Delta time","Source","Source Port","Destination","Protocol","Destination Port","Length","Info"
"23","2010-06-13 01:26:01,169185","0.052083","192.168.56.1","55389","69.192.24.88","HTTP","80","430","GET /drupal7/?j48Qpb=lhg58rBn6&8JnQ=kb0MPpfTQDdjOVkDhn&cvlg3NiKK5=mvo2 HTTP/1.1 "
"24","2010-06-13 01:26:01,169235","0.000050","192.168.56.1","55390","69.192.24.88","HTTP","80","568","GET /drupal7/?chjqW=xaq8R&cUL=Rel22ValFR8kkKAEGeVa&HOvOQ=7L4OKfvxqYbVcsgH&3FOIwceT=tQhDqopRRJ&spH1FMAgx=rFlpCBJyflJpFTlN HTTP/1.1 "
"25","2010-06-13 01:26:01,184772","0.015537","69.192.24.88","80","192.168.56.1","TCP","55257","1514","80  >  55257 [ACK] Seq=1 Ack=1 Win=122 Len=1448 TSval=1380222 TSecr=454212395 [TCP segment of a reassembled PDU]"
"26","2010-06-13 01:26:01,184890","0.000118","69.192.24.88","80","192.168.56.1","HTTP","55257","199","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"27","2010-06-13 01:26:01,185000","0.000110","192.168.56.1","55257","69.192.24.88","TCP","80","60","55257  >  80 [RST] Seq=1 Win=0 Len=0"
"28","2010-06-13 01:26:01,185010","0.000010","192.168.56.1","55257","69.192.24.88","TCP","80","60","55257  >  80 [RST] Seq=1 Win=0 Len=0"
"29","2010-06-13 01:26:01,188066","0.003056","69.192.24.88","80","192.168.56.1","TCP","55232","2962","80  >  55232 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380223 TSecr=454212395 [TCP segment of a reassembled PDU]"
"30","2010-06-13 01:26:01,188131","0.000065","69.192.24.88","80","192.168.56.1","HTTP","55232","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"31","2010-06-13 01:26:01,188168","0.000037","192.168.56.1","55232","69.192.24.88","TCP","80","60","55232  >  80 [RST] Seq=1 Win=0 Len=0"
"32","2010-06-13 01:26:01,188172","0.000004","192.168.56.1","55232","69.192.24.88","TCP","80","60","55232  >  80 [RST] Seq=1 Win=0 Len=0"
"33","2010-06-13 01:26:01,199022","0.010850","69.192.24.88","80","192.168.56.1","TCP","55231","2962","80  >  55231 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380226 TSecr=454212395 [TCP segment of a reassembled PDU]"
"34","2010-06-13 01:26:01,199114","0.000092","69.192.24.88","80","192.168.56.1","HTTP","55231","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"35","2010-06-13 01:26:01,199152","0.000038","192.168.56.1","55231","69.192.24.88","TCP","80","60","55231  >  80 [RST] Seq=1 Win=0 Len=0"
"36","2010-06-13 01:26:01,199157","0.000005","192.168.56.1","55231","69.192.24.88","TCP","80","60","55231  >  80 [RST] Seq=1 Win=0 Len=0"
"37","2010-06-13 01:26:01,203295","0.004138","69.192.24.88","80","192.168.56.1","TCP","55244","2962","80  >  55244 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380227 TSecr=454212395 [TCP segment of a reassembled PDU]"
"38","2010-06-13 01:26:01,203354","0.000059","69.192.24.88","80","192.168.56.1","HTTP","55244","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"39","2010-06-13 01:26:01,203390","0.000036","192.168.56.1","55244","69.192.24.88","TCP","80","60","55244  >  80 [RST] Seq=1 Win=0 Len=0"
"40","2010-06-13 01:26:01,203545","0.000155","192.168.56.1","55244","69.192.24.88","TCP","80","60","55244  >  80 [RST] Seq=1 Win=0 Len=0"
"41","2010-06-13 01:26:01,208796","0.005251","69.192.24.88","80","192.168.56.1","TCP","55238","1514","80  >  55238 [ACK] Seq=1 Ack=1 Win=122 Len=1448 TSval=1380228 TSecr=454212395 [TCP segment of a reassembled PDU]"
"42","2010-06-13 01:26:01,208870","0.000074","192.168.56.1","55238","69.192.24.88","TCP","80","60","55238  >  80 [RST] Seq=1 Win=0 Len=0"
"43","2010-06-13 01:26:01,208893","0.000023","69.192.24.88","80","192.168.56.1","HTTP","55238","199","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"44","2010-06-13 01:26:01,209001","0.000108","192.168.56.1","55238","69.192.24.88","TCP","80","60","55238  >  80 [RST] Seq=1 Win=0 Len=0"
"45","2010-06-13 01:26:01,209018","0.000017","69.192.24.88","80","192.168.56.1","TCP","55389","66","80  >  55389 [ACK] Seq=1 Ack=366 Win=122 Len=0 TSval=1380229 TSecr=454214208"
"46","2010-06-13 01:26:01,209061","0.000043","69.192.24.88","80","192.168.56.1","TCP","55390","66","80  >  55390 [ACK] Seq=1 Ack=504 Win=122 Len=0 TSval=1380229 TSecr=454214208"
"47","2010-06-13 01:26:01,212582","0.003521","80.66.211.179","52887","192.168.5.122","SSHv2","22","118","Client: Encrypted packet (len=52)"
"48","2010-06-13 01:26:01,212859","0.000277","192.168.5.122","22","80.66.211.179","TCP","52887","66","22  >  52887 [ACK] Seq=1505 Ack=386 Win=62 Len=0 TSval=26788741 TSecr=411599415"
"49","2010-06-13 01:26:01,212953","0.000094","192.168.5.122","22","80.66.211.179","SSHv2","52887","118","Server: Encrypted packet (len=52)"
"50","2010-06-13 01:26:01,213007","0.000054","69.192.24.88","80","192.168.56.1","TCP","55239","2962","80  >  55239 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380229 TSecr=454212395 [TCP segment of a reassembled PDU]"
"51","2010-06-13 01:26:01,213052","0.000045","192.168.56.1","55239","69.192.24.88","TCP","80","60","55239  >  80 [RST] Seq=1 Win=0 Len=0"
"52","2010-06-13 01:26:01,213059","0.000007","69.192.24.88","80","192.168.56.1","HTTP","55239","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"53","2010-06-13 01:26:01,213284","0.000225","192.168.56.1","55239","69.192.24.88","TCP","80","60","55239  >  80 [RST] Seq=1 Win=0 Len=0"
"54","2010-06-13 01:26:01,214470","0.001186","69.192.24.88","80","192.168.56.1","TCP","55254","1514","80  >  55254 [ACK] Seq=1 Ack=1 Win=122 Len=1448 TSval=1380230 TSecr=454212395 [TCP segment of a reassembled PDU]"
"55","2010-06-13 01:26:01,214527","0.000057","69.192.24.88","80","192.168.56.1","HTTP","55254","199","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"56","2010-06-13 01:26:01,214564","0.000037","192.168.56.1","55254","69.192.24.88","TCP","80","60","55254  >  80 [RST] Seq=1 Win=0 Len=0"
"57","2010-06-13 01:26:01,214677","0.000113","192.168.56.1","55254","69.192.24.88","TCP","80","60","55254  >  80 [RST] Seq=1 Win=0 Len=0"
"58","2010-06-13 01:26:01,219987","0.005310","69.192.24.88","80","192.168.56.1","TCP","55247","2962","80  >  55247 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380231 TSecr=454212395 [TCP segment of a reassembled PDU]"
"59","2010-06-13 01:26:01,220073","0.000086","192.168.56.1","55247","69.192.24.88","TCP","80","60","55247  >  80 [RST] Seq=1 Win=0 Len=0"
"60","2010-06-13 01:26:01,220101","0.000028","69.192.24.88","80","192.168.56.1","HTTP","55247","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"61","2010-06-13 01:26:01,220140","0.000039","192.168.56.1","55247","69.192.24.88","TCP","80","60","55247  >  80 [RST] Seq=1 Win=0 Len=0"
"62","2010-06-13 01:26:01,236483","0.016343","69.192.24.88","80","192.168.56.1","TCP","55233","2962","80  >  55233 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380235 TSecr=454212395 [TCP segment of a reassembled PDU]"
"63","2010-06-13 01:26:01,236576","0.000093","192.168.56.1","55233","69.192.24.88","TCP","80","60","55233  >  80 [RST] Seq=1 Win=0 Len=0"
"64","2010-06-13 01:26:01,236601","0.000025","69.192.24.88","80","192.168.56.1","HTTP","55233","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"65","2010-06-13 01:26:01,236641","0.000040","192.168.56.1","55233","69.192.24.88","TCP","80","60","55233  >  80 [RST] Seq=1 Win=0 Len=0"
"66","2010-06-13 01:26:01,248269","0.011628","69.192.24.88","80","192.168.56.1","TCP","55229","2962","80  >  55229 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380238 TSecr=454212395 [TCP segment of a reassembled PDU]"
"67","2010-06-13 01:26:01,248351","0.000082","192.168.56.1","55229","69.192.24.88","TCP","80","60","55229  >  80 [RST] Seq=1 Win=0 Len=0"
"68","2010-06-13 01:26:01,248375","0.000024","69.192.24.88","80","192.168.56.1","HTTP","55229","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"69","2010-06-13 01:26:01,248601","0.000226","192.168.56.1","55229","69.192.24.88","TCP","80","60","55229  >  80 [RST] Seq=1 Win=0 Len=0"
"70","2010-06-13 01:26:01,256525","0.007924","69.192.24.88","80","192.168.56.1","TCP","55249","1514","80  >  55249 [ACK] Seq=1 Ack=1 Win=122 Len=1448 TSval=1380240 TSecr=454212395 [TCP segment of a reassembled PDU]"
"71","2010-06-13 01:26:01,256605","0.000080","192.168.56.1","55249","69.192.24.88","TCP","80","60","55249  >  80 [RST] Seq=1 Win=0 Len=0"
"72","2010-06-13 01:26:01,256633","0.000028","69.192.24.88","80","192.168.56.1","HTTP","55249","199","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"73","2010-06-13 01:26:01,256676","0.000043","192.168.56.1","55249","69.192.24.88","TCP","80","60","55249  >  80 [RST] Seq=1 Win=0 Len=0"
"74","2010-06-13 01:26:01,257807","0.001131","69.192.24.88","80","192.168.56.1","TCP","55259","2962","80  >  55259 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380241 TSecr=454212395 [TCP segment of a reassembled PDU]"
"75","2010-06-13 01:26:01,257867","0.000060","69.192.24.88","80","192.168.56.1","HTTP","55259","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"76","2010-06-13 01:26:01,257905","0.000038","192.168.56.1","55259","69.192.24.88","TCP","80","60","55259  >  80 [RST] Seq=1 Win=0 Len=0"
"77","2010-06-13 01:26:01,258090","0.000185","192.168.56.1","55259","69.192.24.88","TCP","80","60","55259  >  80 [RST] Seq=1 Win=0 Len=0"
"78","2010-06-13 01:26:01,260798","0.002708","69.192.24.88","80","192.168.56.1","TCP","55263","2962","80  >  55263 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380241 TSecr=454212395 [TCP segment of a reassembled PDU]"
"79","2010-06-13 01:26:01,260870","0.000072","192.168.56.1","55263","69.192.24.88","TCP","80","60","55263  >  80 [RST] Seq=1 Win=0 Len=0"
"80","2010-06-13 01:26:01,260904","0.000034","69.192.24.88","80","192.168.56.1","HTTP","55263","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"81","2010-06-13 01:26:01,260981","0.000077","192.168.56.1","55263","69.192.24.88","TCP","80","60","55263  >  80 [RST] Seq=1 Win=0 Len=0"
"82","2010-06-13 01:26:01,261979","0.000998","69.192.24.88","80","192.168.56.1","TCP","55256","2962","80  >  55256 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380242 TSecr=454212395 [TCP segment of a reassembled PDU]"
"83","2010-06-13 01:26:01,262024","0.000045","192.168.56.1","55256","69.192.24.88","TCP","80","60","55256  >  80 [RST] Seq=1 Win=0 Len=0"
"84","2010-06-13 01:26:01,262047","0.000023","69.192.24.88","80","192.168.56.1","HTTP","55256","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"85","2010-06-13 01:26:01,262086","0.000039","192.168.56.1","55256","69.192.24.88","TCP","80","60","55256  >  80 [RST] Seq=1 Win=0 Len=0"
"86","2010-06-13 01:26:01,267286","0.005200","69.192.24.88","80","192.168.56.1","TCP","55234","2962","80  >  55234 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380243 TSecr=454212395 [TCP segment of a reassembled PDU]"
"87","2010-06-13 01:26:01,267346","0.000060","192.168.56.1","55234","69.192.24.88","TCP","80","60","55234  >  80 [RST] Seq=1 Win=0 Len=0"
"88","2010-06-13 01:26:01,267365","0.000019","69.192.24.88","80","192.168.56.1","HTTP","55234","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"89","2010-06-13 01:26:01,267548","0.000183","192.168.56.1","55234","69.192.24.88","TCP","80","60","55234  >  80 [RST] Seq=1 Win=0 Len=0"
"90","2010-06-13 01:26:01,271111","0.003563","69.192.24.88","80","192.168.56.1","TCP","55224","2962","80  >  55224 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380244 TSecr=454212395 [TCP segment of a reassembled PDU]"
"91","2010-06-13 01:26:01,271164","0.000053","192.168.56.1","55224","69.192.24.88","TCP","80","60","55224  >  80 [RST] Seq=1 Win=0 Len=0"
"92","2010-06-13 01:26:01,271182","0.000018","69.192.24.88","80","192.168.56.1","HTTP","55224","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"93","2010-06-13 01:26:01,271379","0.000197","192.168.56.1","55224","69.192.24.88","TCP","80","60","55224  >  80 [RST] Seq=1 Win=0 Len=0"
"94","2010-06-13 01:26:01,272660","0.001281","69.192.24.88","80","192.168.56.1","TCP","55252","2962","80  >  55252 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380244 TSecr=454212395 [TCP segment of a reassembled PDU]"
"95","2010-06-13 01:26:01,272716","0.000056","69.192.24.88","80","192.168.56.1","HTTP","55252","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"96","2010-06-13 01:26:01,272752","0.000036","192.168.56.1","55252","69.192.24.88","TCP","80","60","55252  >  80 [RST] Seq=1 Win=0 Len=0"
"97","2010-06-13 01:26:01,273029","0.000277","192.168.56.1","55252","69.192.24.88","TCP","80","60","55252  >  80 [RST] Seq=1 Win=0 Len=0"
"98","2010-06-13 01:26:01,275004","0.001975","69.192.24.88","80","192.168.56.1","TCP","55225","2962","80  >  55225 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380245 TSecr=454212395 [TCP segment of a reassembled PDU]"
"99","2010-06-13 01:26:01,275055","0.000051","192.168.56.1","55225","69.192.24.88","TCP","80","60","55225  >  80 [RST] Seq=1 Win=0 Len=0"
"100","2010-06-13 01:26:01,275073","0.000018","69.192.24.88","80","192.168.56.1","HTTP","55225","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"101","2010-06-13 01:26:01,275114","0.000041","192.168.56.1","55225","69.192.24.88","TCP","80","60","55225  >  80 [RST] Seq=1 Win=0 Len=0"
"102","2010-06-13 01:26:01,276119","0.001005","69.192.24.88","80","192.168.56.1","TCP","55262","2962","80  >  55262 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380245 TSecr=454212395 [TCP segment of a reassembled PDU]"
"103","2010-06-13 01:26:01,276173","0.000054","69.192.24.88","80","192.168.56.1","HTTP","55262","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"104","2010-06-13 01:26:01,276208","0.000035","192.168.56.1","55262","69.192.24.88","TCP","80","60","55262  >  80 [RST] Seq=1 Win=0 Len=0"
"105","2010-06-13 01:26:01,276392","0.000184","192.168.56.1","55262","69.192.24.88","TCP","80","60","55262  >  80 [RST] Seq=1 Win=0 Len=0"
"106","2010-06-13 01:26:01,284454","0.008062","69.192.24.88","80","192.168.56.1","TCP","55227","2962","80  >  55227 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380247 TSecr=454212395 [TCP segment of a reassembled PDU]"
"107","2010-06-13 01:26:01,284542","0.000088","69.192.24.88","80","192.168.56.1","HTTP","55227","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"108","2010-06-13 01:26:01,284580","0.000038","192.168.56.1","55227","69.192.24.88","TCP","80","60","55227  >  80 [RST] Seq=1 Win=0 Len=0"
"109","2010-06-13 01:26:01,284584","0.000004","192.168.56.1","55227","69.192.24.88","TCP","80","60","55227  >  80 [RST] Seq=1 Win=0 Len=0"
"110","2010-06-13 01:26:01,288937","0.004353","69.192.24.88","80","192.168.56.1","TCP","55173","1514","80  >  55173 [ACK] Seq=1 Ack=1 Win=122 Len=1448 TSval=1380248 TSecr=454212395 [TCP segment of a reassembled PDU]"
"111","2010-06-13 01:26:01,289009","0.000072","69.192.24.88","80","192.168.56.1","HTTP","55173","199","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"112","2010-06-13 01:26:01,289049","0.000040","192.168.56.1","55173","69.192.24.88","TCP","80","60","55173  >  80 [RST] Seq=1 Win=0 Len=0"
"113","2010-06-13 01:26:01,289181","0.000132","192.168.56.1","55173","69.192.24.88","TCP","80","60","55173  >  80 [RST] Seq=1 Win=0 Len=0"
"114","2010-06-13 01:26:01,292867","0.003686","69.192.24.88","80","192.168.56.1","TCP","55255","2962","80  >  55255 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380249 TSecr=454212395 [TCP segment of a reassembled PDU]"
"115","2010-06-13 01:26:01,292937","0.000070","69.192.24.88","80","192.168.56.1","HTTP","55255","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"116","2010-06-13 01:26:01,293024","0.000087","192.168.56.1","55255","69.192.24.88","TCP","80","60","55255  >  80 [RST] Seq=1 Win=0 Len=0"
"117","2010-06-13 01:26:01,293033","0.000009","192.168.56.1","55255","69.192.24.88","TCP","80","60","55255  >  80 [RST] Seq=1 Win=0 Len=0"
"118","2010-06-13 01:26:01,293787","0.000754","69.192.24.88","80","192.168.56.1","TCP","55230","2962","80  >  55230 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380250 TSecr=454212395 [TCP segment of a reassembled PDU]"
"119","2010-06-13 01:26:01,293846","0.000059","69.192.24.88","80","192.168.56.1","HTTP","55230","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"120","2010-06-13 01:26:01,293885","0.000039","192.168.56.1","55230","69.192.24.88","TCP","80","60","55230  >  80 [RST] Seq=1 Win=0 Len=0"
"121","2010-06-13 01:26:01,293888","0.000003","192.168.56.1","55230","69.192.24.88","TCP","80","60","55230  >  80 [RST] Seq=1 Win=0 Len=0"
"122","2010-06-13 01:26:01,294834","0.000946","69.192.24.88","80","192.168.56.1","TCP","55243","2962","80  >  55243 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380250 TSecr=454212395 [TCP segment of a reassembled PDU]"
"123","2010-06-13 01:26:01,294891","0.000057","69.192.24.88","80","192.168.56.1","HTTP","55243","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"124","2010-06-13 01:26:01,294927","0.000036","192.168.56.1","55243","69.192.24.88","TCP","80","60","55243  >  80 [RST] Seq=1 Win=0 Len=0"
"125","2010-06-13 01:26:01,294930","0.000003","192.168.56.1","55243","69.192.24.88","TCP","80","60","55243  >  80 [RST] Seq=1 Win=0 Len=0"
"126","2010-06-13 01:26:01,296588","0.001658","69.192.24.88","80","192.168.56.1","TCP","55235","2962","80  >  55235 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380250 TSecr=454212395 [TCP segment of a reassembled PDU]"
"127","2010-06-13 01:26:01,296642","0.000054","69.192.24.88","80","192.168.56.1","HTTP","55235","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"128","2010-06-13 01:26:01,296678","0.000036","192.168.56.1","55235","69.192.24.88","TCP","80","60","55235  >  80 [RST] Seq=1 Win=0 Len=0"
"129","2010-06-13 01:26:01,296893","0.000215","192.168.56.1","55235","69.192.24.88","TCP","80","60","55235  >  80 [RST] Seq=1 Win=0 Len=0"
"130","2010-06-13 01:26:01,297549","0.000656","69.192.24.88","80","192.168.56.1","TCP","55237","2962","80  >  55237 [ACK] Seq=1 Ack=1 Win=123 Len=2896 TSval=1380251 TSecr=454212395 [TCP segment of a reassembled PDU]"
"131","2010-06-13 01:26:01,297627","0.000078","192.168.56.1","55237","69.192.24.88","TCP","80","60","55237  >  80 [RST] Seq=1 Win=0 Len=0"
"132","2010-06-13 01:26:01,297675","0.000048","69.192.24.88","80","192.168.56.1","HTTP","55237","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"133","2010-06-13 01:26:01,297767","0.000092","192.168.56.1","55237","69.192.24.88","TCP","80","60","55237  >  80 [RST] Seq=1 Win=0 Len=0"
"134","2010-06-13 01:26:01,299204","0.001437","69.192.24.88","80","192.168.56.1","TCP","55250","2962","80  >  55250 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380251 TSecr=454212395 [TCP segment of a reassembled PDU]"
"135","2010-06-13 01:26:01,299261","0.000057","69.192.24.88","80","192.168.56.1","HTTP","55250","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"136","2010-06-13 01:26:01,299297","0.000036","192.168.56.1","55250","69.192.24.88","TCP","80","60","55250  >  80 [RST] Seq=1 Win=0 Len=0"
"137","2010-06-13 01:26:01,299478","0.000181","192.168.56.1","55250","69.192.24.88","TCP","80","60","55250  >  80 [RST] Seq=1 Win=0 Len=0"
"138","2010-06-13 01:26:01,299592","0.000114","69.192.24.88","80","192.168.56.1","TCP","55228","2962","80  >  55228 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380251 TSecr=454212395 [TCP segment of a reassembled PDU]"
"139","2010-06-13 01:26:01,299648","0.000056","69.192.24.88","80","192.168.56.1","HTTP","55228","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"140","2010-06-13 01:26:01,299684","0.000036","192.168.56.1","55228","69.192.24.88","TCP","80","60","55228  >  80 [RST] Seq=1 Win=0 Len=0"
"141","2010-06-13 01:26:01,299867","0.000183","192.168.56.1","55228","69.192.24.88","TCP","80","60","55228  >  80 [RST] Seq=1 Win=0 Len=0"
"142","2010-06-13 01:26:01,321837","0.021970","69.192.24.88","80","192.168.56.1","TCP","55241","2962","80  >  55241 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380257 TSecr=454212395 [TCP segment of a reassembled PDU]"
"143","2010-06-13 01:26:01,321938","0.000101","69.192.24.88","80","192.168.56.1","HTTP","55241","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"144","2010-06-13 01:26:01,321988","0.000050","192.168.56.1","55241","69.192.24.88","TCP","80","60","55241  >  80 [RST] Seq=1 Win=0 Len=0"
"145","2010-06-13 01:26:01,321993","0.000005","192.168.56.1","55241","69.192.24.88","TCP","80","60","55241  >  80 [RST] Seq=1 Win=0 Len=0"
"146","2010-06-13 01:26:01,324395","0.002402","69.192.24.88","80","192.168.56.1","TCP","55226","2962","80  >  55226 [ACK] Seq=1 Ack=1 Win=123 Len=2896 TSval=1380257 TSecr=454212395 [TCP segment of a reassembled PDU]"
"147","2010-06-13 01:26:01,324452","0.000057","69.192.24.88","80","192.168.56.1","HTTP","55226","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
"148","2010-06-13 01:26:01,324488","0.000036","192.168.56.1","55226","69.192.24.88","TCP","80","60","55226  >  80 [RST] Seq=1 Win=0 Len=0"
"149","2010-06-13 01:26:01,324491","0.000003","192.168.56.1","55226","69.192.24.88","TCP","80","60","55226  >  80 [RST] Seq=1 Win=0 Len=0"
"150","2010-06-13 01:26:01,332816","0.008325","69.192.24.88","80","192.168.56.1","TCP","55267","2962","80  >  55267 [ACK] Seq=1 Ack=1 Win=122 Len=2896 TSval=1380259 TSecr=454212395 [TCP segment of a reassembled PDU]"
"151","2010-06-13 01:26:01,332937","0.000121","192.168.56.1","55267","69.192.24.88","TCP","80","60","55267  >  80 [RST] Seq=1 Win=0 Len=0"
"152","2010-06-13 01:26:01,332980","0.000043","69.192.24.88","80","192.168.56.1","HTTP","55267","1294","HTTP/1.1 500 Service unavailable (with message)  (text/html)"
